Season,Nos,Name,Team,Age,Position,Appearances,Minutes,Goals,Assists,Yellows,Reds,SpG,Pass%,AerialsWon,MotM,Rating
2017,33,Nicolás Otamendi,Manchester City,31,  D(C),33(1),2968,4,-,9,-,0.9,91.9,2.3,5,7.13
2019,137,Nicolás Otamendi,Manchester City,31,  D(C),7(1),604,1,-,2,-,1,92.5,2.8,-,6.71
2019,24,Nicolas Pépé,Arsenal,24,  AM(R)FW,8(2),729,1,2,1,-,2.6,79.3,0.6,1,7.28
2014,249,Nikica Jelavic,Hull,34,  FW,21(5),1810,8,1,3,-,2.2,67.6,2.8,-,6.61
2014,250,Niko Kranjcar,Queens Park Rangers,35,  M(CL),11(11),1115,2,1,2,-,1.9,77.4,0.4,-,6.61
2016,223,Nolito,Manchester City,33,  AM(L),9(10),779,4,2,3,1,1.7,82.1,0.4,-,6.59
2016,205,Nordin Amrabat,Watford,32,  M(CLR)FW,25(4),2101,-,3,4,-,1,75.3,0.1,1,6.64
2015,108,Odion Ighalo,Watford,30,  AM(C)FW,36(1),3153,15,3,4,-,2.9,75.9,0.6,6,6.95
2019,63,Oleksandr Zinchenko,Manchester City,22,  D(L)M(CR),6(1),585,-,-,-,-,1.1,91.6,1.7,-,6.99
2019,187,Oliver McBurnie,Sheffield United,23,  AM(CL)FW,5(5),481,1,-,2,-,1,63,4.2,-,6.56
2019,57,Oliver Norwood,Sheffield United,28,  M(C),11,919,-,-,1,-,0.5,81.2,1.3,-,7.01
2014,38,Olivier Giroud,Arsenal,33,  FW,21(6),1867,14,3,5,1,2.6,67.7,3.7,2,7.23
2015,74,Olivier Giroud,Arsenal,33,  FW,26(12),2431,16,6,2,-,2.7,68.1,2.7,1,7.07
2016,150,Olivier Giroud,Arsenal,33,  FW,11(18),1198,12,3,2,-,1.3,71.5,1.7,1,6.81
2018,254,Olivier Giroud,Chelsea,33,  FW,7(20),834,2,4,1,-,1.2,68.2,1.4,-,6.43
2015,168,Oriol Romeu,Southampton,28,  DMC,17(12),1609,1,-,7,-,1,85,0.9,-,6.8
2016,47,Oriol Romeu,Southampton,28,  DMC,35,3072,1,-,11,-,0.8,84.2,2.1,1,7.15
2017,86,Oriol Romeu,Southampton,28,  DMC,34,2903,1,-,11,-,0.8,82.6,2.9,1,6.92
2018,139,Oriol Romeu,Southampton,28,  DMC,25(6),2142,1,-,11,-,0.3,79.3,1.5,1,6.76
2019,174,Oriol Romeu,Southampton,28,  DMC,11,956,-,-,2,-,0.4,80.2,0.9,-,6.6
2014,46,Oscar,Chelsea,28,  M(CLR),26(2),2038,6,8,5,-,2.6,82.6,1.1,1,7.2
2015,145,Oscar,Chelsea,28,  M(CLR),20(7),1775,3,3,4,-,1.9,81.1,0.4,2,6.86
2017,206,Oumar Niasse,Everton,29,  FW,10(12),1083,8,2,2,-,1.7,62.4,1.5,1,6.64
2019,240,Pablo Fornals,West Ham,23,  M(CLR),4(6),418,-,-,-,-,1.1,83.5,0.3,-,6.26
2014,41,Pablo Zabaleta,Manchester City,34,  D(R)DMCM(R),29,2586,1,4,6,1,0.4,85.3,1.8,1,7.23
2016,171,Pablo Zabaleta,Manchester City,34,  D(R)DMCM(R),11(9),1060,1,1,2,-,0.4,82.9,1.2,1,6.74
2017,170,Pablo Zabaleta,West Ham,34,  D(R)DMCM(R),37,3291,-,1,9,-,0.2,73.2,1.6,-,6.74
2018,145,Pablo Zabaleta,West Ham,34,  D(R)DMCM(R),23(3),2092,-,1,4,-,0.3,76.7,1.8,-,6.74
2015,211,Pape Souaré,Crystal Palace,29,  D(L)M(L),34,3016,-,1,6,1,0.3,75,0.8,-,6.69
2014,235,Papiss Demba Cissé,Newcastle United,34,  AM(R)FW,11(11),1154,11,1,1,-,2,77.5,0.9,1,6.65
2015,291,Papiss Demba Cissé,Newcastle United,34,  AM(R)FW,14(7),1071,3,-,1,-,1.1,74.8,1.2,-,6.33
2017,131,Pascal Groß,Brighton,28,  M(CR),35(3),2949,7,8,2,-,1.2,76.2,0.3,2,6.81
2018,173,Pascal Groß,Brighton,28,  M(CR),24(1),1878,3,3,1,-,1,75.6,0.7,1,6.68
2019,87,Pascal Groß,Brighton,28,  M(CR),9(2),751,1,1,-,-,1.4,77.8,0.8,-,6.88
2019,236,Patrick Cutrone,Wolverhampton Wanderers,21,  FW,3(5),282,1,-,-,-,1.1,68.8,1,-,6.31
2014,84,Patrick van Aanholt,Sunderland,29,  D(L)M(L),26(2),2306,-,5,4,-,1.1,81.5,0.4,2,7.09
2015,62,Patrick van Aanholt,Sunderland,29,  D(L)M(L),33,2970,4,3,2,-,1.4,77.4,0.4,1,7.11
2016,101,Patrick van Aanholt,Sunderland,29,  D(L)M(L),20(1),1784,3,1,2,-,1.1,77.6,0.2,-,6.94
2017,140,Patrick van Aanholt,Crystal Palace,29,  D(L)M(L),25(3),2186,5,1,7,-,1.2,77.2,0.2,1,6.8
2018,159,Patrick van Aanholt,Crystal Palace,29,  D(L)M(L),36,3198,3,2,3,-,1.3,79.8,0.3,-,6.71
2019,161,Patrick van Aanholt,Crystal Palace,29,  D(L)M(L),11,990,2,-,-,-,1,80.9,0.6,1,6.65
2014,161,Paul Dummett,Newcastle United,28,  D(CL),24(1),2109,-,-,4,-,0.7,74.4,3.6,-,6.89
2015,129,Paul Dummett,Newcastle United,28,  D(CL),23,1897,1,-,3,-,0.2,69.2,2,-,6.89
2017,162,Paul Dummett,Newcastle United,28,  D(CL),19(1),1603,-,-,1,-,0.2,69.4,2.8,-,6.76
2018,150,Paul Dummett,Newcastle United,28,  D(CL),21(5),1987,-,-,1,-,0.3,71.1,2.3,-,6.74
2019,189,Paul Dummett,Newcastle United,28,  D(CL),7(1),633,-,-,2,-,0.3,74.6,1.8,-,6.55
2014,277,Paul Konchesky,Leicester,38,  D(L),26,2250,1,1,3,2,0.2,74,0.9,-,6.46
2014,153,Paul McShane,Hull,33,  D(C),19(1),1696,1,-,2,-,0.6,77.2,3.2,1,6.91
2016,3,Paul Pogba,Manchester United,26,  M(C),29(1),2610,5,4,7,-,3.1,85.1,2.8,4,7.72
2017,9,Paul Pogba,Manchester United,26,  M(C),25(2),2151,6,10,5,1,2.8,85.3,1.9,4,7.48
2018,11,Paul Pogba,Manchester United,26,  M(C),34(1),3012,13,9,6,-,3,82.8,1.7,7,7.31
2015,88,Pedro,Chelsea,32,  M(CLR),24(5),2044,7,2,3,-,2,83.8,0.3,1,7.03
2016,50,Pedro,Chelsea,32,  M(CLR),26(9),2151,9,9,6,-,1.7,82.7,0.2,-,7.13
2017,199,Pedro,Chelsea,32,  M(CLR),17(14),1524,4,2,1,-,1.8,83,-,-,6.66
2018,65,Pedro,Chelsea,32,  M(CLR),21(10),1781,8,2,2,-,1.8,86.5,0.3,5,6.97
2019,242,Pedro Neto,Wolverhampton Wanderers,19,  Forward,1(6),136,-,1,1,-,0.4,77.4,-,-,6.23
2015,223,Pedro Obiang,West Ham,27,  DMC,11(13),1081,-,1,2,-,0.3,78.6,1.3,1,6.66
2016,127,Pedro Obiang,West Ham,27,  DMC,21(1),1767,1,1,7,-,0.4,81.4,1,2,6.86
2017,116,Pedro Obiang,West Ham,27,  DMC,18(3),1565,2,-,3,-,0.6,80.4,1,2,6.85
2018,251,Pedro Obiang,West Ham,27,  DMC,12(12),1121,-,1,-,-,0.6,80,0.7,-,6.44
2014,92,Per Mertesacker,Arsenal,35,  D(C),35,3150,-,1,2,-,0.4,89.3,3.2,-,7.07
2015,147,Per Mertesacker,Arsenal,35,  D(C),24,2049,-,-,1,1,0.3,89.3,2.2,-,6.86
2014,200,Peter Crouch,Stoke,38,  FW,17(16),1676,8,2,4,-,1.8,63.5,4.6,1,6.76
2016,106,Peter Crouch,Stoke,38,  FW,13(14),1336,7,2,3,-,1.4,59.1,6.3,2,6.93
2017,117,Peter Crouch,Stoke,38,  FW,14(17),1555,5,2,4,-,0.7,58.8,7.8,1,6.85
2015,111,Petr Cech,Arsenal,37,  GK,34,3060,-,-,-,-,-,59,0.2,2,6.94
2016,102,Petr Cech,Arsenal,37,  GK,35,3098,-,-,2,-,-,55.8,0.1,-,6.94
2017,169,Petr Cech,Arsenal,37,  GK,34,3040,-,-,1,-,-,65.4,0.4,1,6.75
2014,141,Phil Bardsley,Stoke,34,  D(LR),24(1),2082,-,1,6,-,0.9,74.8,1.8,1,6.95
2014,30,Phil Jagielka,Everton,37,  D(CR),37,3286,4,-,1,-,0.4,87.5,2.9,3,7.27
2015,35,Phil Jagielka,Everton,37,  D(CR),21,1852,-,-,-,-,0.4,84.3,2.8,-,7.2
2016,51,Phil Jagielka,Everton,37,  D(CR),25(2),2251,3,2,4,1,0.5,82.8,3.3,2,7.13
2017,126,Phil Jagielka,Everton,37,  D(CR),23(2),2065,-,-,2,-,0.3,75.9,2.7,2,6.82
2014,9,Phil Jones,Manchester United,27,  D(CR)DMC,22,1879,-,-,3,-,0.1,85.3,2.3,3,7.51
2017,27,Phil Jones,Manchester United,27,  D(CR)DMC,23,1975,-,-,2,-,0.1,91.2,2.5,2,7.21
2018,45,Philip Billing,Huddersfield,23,  DMC,25(2),2192,2,-,7,-,1.6,78.6,3.3,3,7.08
2019,42,Philip Billing,Bournemouth,23,  DMC,11,945,-,1,4,-,1.2,77.2,3.1,-,7.13
2015,96,Philipp Wollscheid,Stoke,30,  D(C),30(1),2685,-,-,2,-,0.1,84.5,2.3,2,7
2014,21,Philippe Coutinho,Liverpool,27,  M(CLR),32(3),2801,5,5,3,-,2.9,80.2,0.2,5,7.34
2015,20,Philippe Coutinho,Liverpool,27,  M(CLR),24(2),2005,8,5,2,1,4.3,78.9,0.2,4,7.29
2016,5,Philippe Coutinho,Liverpool,27,  M(CLR),28(3),2245,13,7,2,-,3.4,83.9,0.2,8,7.56
2018,39,Pierre-Emerick Aubameyang,Arsenal,30,  M(LR)FW,30(6),2733,22,5,-,-,2.6,74,0.9,4,7.1
2019,64,Pierre-Emerick Aubameyang,Arsenal,30,  M(LR)FW,11,990,8,-,2,-,2.8,71.9,0.4,-,6.99
2016,158,Pierre-Emile Højbjerg,Southampton,24,  M(C),14(8),1299,-,-,2,-,1.3,88.2,0.8,1,6.79
2017,218,Pierre-Emile Højbjerg,Southampton,24,  M(C),19(4),1671,-,-,6,-,0.7,85,1.2,-,6.61
2018,102,Pierre-Emile Højbjerg,Southampton,24,  M(C),31,2764,4,3,7,2,1.7,82.9,1.5,2,6.87
2019,203,Pierre-Emile Højbjerg,Southampton,24,  M(C),10(1),917,-,-,2,-,1.2,80.8,1.2,-,6.49
2014,251,Radamel Falcao,Manchester United,33,  FW,14(12),1287,4,4,2,-,1.5,86.2,0.7,-,6.61
2016,194,Ragnar Klavan,Liverpool,34,  D(C),15(5),1408,-,-,3,-,0.2,88.4,1.9,-,6.68
2017,133,Ragnar Klavan,Liverpool,34,  D(C),16(3),1449,1,-,-,-,0.1,90.7,2.1,-,6.81
2014,28,Raheem Sterling,Liverpool,24,  M(CLR)FW,34(1),3053,7,7,5,-,2.4,81.1,0.1,3,7.27
2015,180,Raheem Sterling,Manchester City,24,  M(CLR)FW,23(8),1928,6,2,1,-,1.7,85.3,0.3,-,6.78
2016,70,Raheem Sterling,Manchester City,24,  M(CLR)FW,29(4),2517,7,6,7,-,1.9,80.4,0.4,4,7.05
2017,7,Raheem Sterling,Manchester City,24,  M(CLR)FW,29(4),2593,18,11,3,1,2.6,84,0.2,4,7.55
2018,2,Raheem Sterling,Manchester City,24,  M(CLR)FW,31(3),2777,17,10,3,-,2.3,85.8,0.4,8,7.61
2019,3,Raheem Sterling,Manchester City,24,  M(CLR)FW,10,882,7,1,4,-,3.3,78.5,0.7,-,7.69
2017,240,Rajiv van La Parra,Huddersfield,28,  AM(LR)FW,26(7),2146,3,-,3,1,1.3,79.5,0.4,1,6.54
2017,267,Ramadan Sobhi,Stoke,22,  AM(CL),12(12),1234,2,-,2,-,0.5,77,0.5,-,6.46
2014,224,Ramires,Chelsea,32,  M(CR),11(12),1102,2,4,4,-,0.7,79.9,1,-,6.68
2015,44,Ramiro Funes Mori,Everton,28,  D(C)DMC,24(4),2191,4,1,4,1,0.9,83.8,2.7,4,7.18
2016,147,Ramiro Funes Mori,Everton,28,  D(C)DMC,16(7),1539,-,1,-,-,0.5,79.5,2,-,6.82
2018,46,Raúl Jiménez,Wolverhampton Wanderers,28,  FW,36(2),3125,13,7,4,-,2.9,72.8,2.1,4,7.07
2019,32,Raúl Jiménez,Wolverhampton Wanderers,28,  FW,11,946,4,2,2,-,2.6,71.9,1.9,1,7.2
2014,122,Rémy Cabella,Newcastle United,29,  M(CLR)FW,21(10),1947,1,2,2,-,1.4,82.6,0.3,3,6.99
2018,10,Ricardo Pereira,Leicester,26,  D(LR)M(R),35,3125,2,6,7,-,0.7,78,1.9,4,7.34
2019,6,Ricardo Pereira,Leicester,26,  D(LR)M(R),11,990,2,-,-,-,0.5,78.8,1.4,-,7.59
2014,88,Richard Dunne,Queens Park Rangers,40,  D(C),22(1),1874,-,-,7,-,0.3,64.1,2.7,1,7.07
2017,121,Richarlison,Watford,22,  AM(CLR)FW,32(6),2827,5,4,4,-,2.5,63.9,3.2,4,6.84
2018,94,Richarlison,Everton,22,  AM(CLR)FW,32(3),2679,13,1,5,1,2.4,68.5,2,3,6.89
2019,38,Richarlison,Everton,22,  AM(CLR)FW,11,942,2,2,1,-,2.6,66.3,2.3,1,7.16
2014,291,Rickie Lambert,Liverpool,37,  FW,7(18),825,2,2,2,-,0.8,68.1,1.5,-,6.33
2015,298,Rickie Lambert,West Bromwich Albion,37,  FW,5(14),618,1,1,2,-,0.7,68.1,1.1,-,6.18
2014,123,Ritchie de Laet,Leicester,30,  D(LR),20(6),1884,-,1,3,-,0.2,69.4,2,1,6.99
2014,60,Riyad Mahrez,Leicester,28,  AM(CLR),25(5),2084,4,3,-,-,2.1,73.3,0.7,2,7.16
2015,1,Riyad Mahrez,Leicester,28,  AM(CLR),36(1),3058,17,11,1,-,2.3,73.6,0.9,10,7.84
2016,111,Riyad Mahrez,Leicester,28,  AM(CLR),33(3),2837,6,3,4,-,2.1,77.6,0.6,2,6.91
2017,18,Riyad Mahrez,Leicester,28,  AM(CLR),34(2),2961,12,10,2,-,2,79.6,0.8,5,7.28
2018,73,Riyad Mahrez,Manchester City,28,  AM(CLR),14(13),1338,7,4,-,-,2,84.7,0.7,3,6.96
2019,2,Riyad Mahrez,Manchester City,28,  AM(CLR),5(3),458,2,3,-,-,1.9,89.1,-,2,7.74
2014,140,Robbie Brady,Hull,27,  D(L)M(CLR),17(10),1756,-,2,2,-,0.9,69.2,1.5,1,6.95
2015,50,Robbie Brady,Norwich,27,  D(L)M(CLR),34(2),2988,3,2,3,-,1.5,70.5,1.2,4,7.15
2015,227,Robert Elliot,Newcastle United,33,  GK,21,1890,-,-,1,-,-,51.3,0.5,1,6.63
2014,233,Robert Green,Queens Park Rangers,39,  GK,36,3184,-,-,1,-,-,43.6,0.1,-,6.65
2015,51,Robert Huth,Leicester,35,  D(C),35,3150,3,-,8,-,0.8,71.6,3.3,1,7.15
2016,149,Robert Huth,Leicester,35,  D(C),33,2929,2,2,9,-,0.8,71.4,2.8,-,6.81
2016,80,Robert Snodgrass,Hull,32,  AM(CLR),19(1),1712,7,3,2,-,2,82.9,0.8,3,7.01
2018,132,Robert Snodgrass,West Ham,32,  AM(CLR),25(8),2224,2,5,10,-,0.9,82.1,0.8,3,6.78
2015,38,Roberto Firmino,Liverpool,28,  M(CLR)FW,24(7),1982,10,7,1,-,2,76.6,0.3,5,7.19
2016,7,Roberto Firmino,Liverpool,28,  M(CLR)FW,34(1),3069,11,7,5,-,2.9,79.4,1.8,5,7.54
2017,12,Roberto Firmino,Liverpool,28,  M(CLR)FW,32(5),2778,15,7,1,-,2.3,72.6,1.2,3,7.39
2018,22,Roberto Firmino,Liverpool,28,  M(CLR)FW,31(3),2620,12,6,-,-,2.2,80.8,0.9,4,7.2
2019,14,Roberto Firmino,Liverpool,28,  M(CLR)FW,10(1),925,3,3,-,-,3.1,78.1,1.6,1,7.42
2017,254,Roberto Pereyra,Watford,28,  M(CLR)FW,18(14),1622,5,2,3,-,1,84.9,0.1,1,6.51
2018,181,Roberto Pereyra,Watford,28,  M(CLR)FW,33,2825,6,1,3,-,1.7,83.2,0.1,1,6.66
2019,216,Roberto Pereyra,Watford,28,  M(CLR)FW,6(4),708,1,-,3,-,1.3,85.5,0.4,-,6.41
2014,295,Roberto Soldado,Tottenham,34,  FW,7(17),796,1,1,1,-,0.9,74.6,0.3,-,6.21
2014,72,Robin van Persie,Manchester United,36,  AM(C)FW,25(2),2114,10,2,5,-,2.8,85.2,1.2,3,7.11
2019,8,Rodrigo,Manchester City,23,  DMC,8(1),740,1,-,2,-,0.7,91.9,2.9,-,7.54
2019,190,Romain Saïss,Wolverhampton Wanderers,29,  D(C)DMC,7(1),514,1,-,3,1,0.4,78,2.8,-,6.54
2014,199,Romelu Lukaku,Everton,26,  AM(R)FW,32(4),2877,10,5,1,-,2.9,73.8,1.7,2,6.77
2015,49,Romelu Lukaku,Everton,26,  AM(R)FW,36(1),3177,18,6,3,-,3.2,72.6,2.5,4,7.16
2016,10,Romelu Lukaku,Everton,26,  AM(R)FW,36(1),3267,25,6,3,-,3,65.5,3.7,6,7.5
2017,17,Romelu Lukaku,Manchester United,26,  AM(R)FW,33(1),2869,16,7,4,-,2.5,68.4,3.2,2,7.29
2018,115,Romelu Lukaku,Manchester United,26,  AM(R)FW,22(10),2130,12,-,4,-,1.7,66.3,2.9,2,6.84
2014,232,Ron Vlaar,Aston Villa,34,  D(C),19(1),1647,-,1,3,1,0.7,81.6,1.2,-,6.65
2014,188,Ross Barkley,Everton,25,  M(CLR),22(7),1966,2,2,1,-,1.8,87.9,0.9,1,6.8
2015,18,Ross Barkley,Everton,25,  M(CLR),36(2),3087,8,8,4,-,2.5,86,0.8,3,7.31
2016,46,Ross Barkley,Everton,25,  M(CLR),32(4),2909,5,8,5,-,2.4,82.5,1.2,1,7.15
2018,186,Ross Barkley,Chelsea,25,  M(CLR),13(14),1243,3,5,1,-,1.5,91.2,0.7,1,6.65
2017,47,Ruben Loftus-Cheek,Crystal Palace,23,  M(CLR),21(3),1875,2,3,1,-,1.3,82.4,1.3,1,7.08
2018,113,Ruben Loftus-Cheek,Chelsea,23,  M(CLR),6(18),985,6,2,-,-,1.2,87.9,0.9,1,6.85
2018,107,Rúben Neves,Wolverhampton Wanderers,22,  DMC,34(1),3009,4,3,8,-,2.1,81.2,0.9,-,6.86
2019,196,Rúben Neves,Wolverhampton Wanderers,22,  DMC,9(2),787,1,-,4,-,1.4,76.3,0.8,-,6.52
2015,155,Rudy Gestede,Aston Villa,31,  FW,14(18),1659,5,2,2,-,1.9,57.4,6.5,1,6.83
2018,247,Rui Patrício,Wolverhampton Wanderers,31,  GK,37,3330,-,-,-,-,-,53.6,0.2,-,6.45
2019,163,Rui Patrício,Wolverhampton Wanderers,31,  GK,11,990,-,-,-,-,-,58.5,0.3,-,6.64
2015,237,Russell Martin,Norwich,33,  D(CR),30,2698,3,-,4,1,0.6,73.3,1.5,-,6.61
2015,188,Ryan Bennett,Norwich,29,  D(C),20(2),1838,-,-,7,-,0.4,74.3,2.5,1,6.76
2018,137,Ryan Bennett,Wolverhampton Wanderers,29,  D(C),34,3060,1,-,12,-,0.4,79.6,3.6,-,6.77
2014,114,Ryan Bertrand,Southampton,30,  D(CL)M(L),34,3055,2,2,3,1,0.4,79.4,1.6,-,7.02
2015,116,Ryan Bertrand,Southampton,30,  D(CL)M(L),32,2880,1,3,6,-,0.4,79.8,1.2,-,6.92
2016,129,Ryan Bertrand,Southampton,30,  D(CL)M(L),28,2508,2,4,3,-,0.7,83.4,1.5,-,6.86
2017,200,Ryan Bertrand,Southampton,30,  D(CL)M(L),35,3137,-,4,2,-,0.6,78.9,1.3,-,6.66
2018,203,Ryan Bertrand,Southampton,30,  D(CL)M(L),24,2160,1,-,8,-,0.7,75.5,1.6,-,6.61
2019,250,Ryan Bertrand,Southampton,30,  D(CL)M(L),6(1),494,-,-,1,1,0.3,76,1.7,-,6.11
2016,181,Ryan Fraser,Bournemouth,25,  M(CLR),19(9),1769,3,5,3,-,0.9,79,0.2,1,6.71
2017,186,Ryan Fraser,Bournemouth,25,  M(CLR),23(3),2010,5,3,-,-,1.2,76.6,0.3,1,6.71
2018,42,Ryan Fraser,Bournemouth,25,  M(CLR),35(3),3173,7,14,2,-,1.3,76.9,0.3,5,7.08
2019,178,Ryan Fraser,Bournemouth,25,  M(CLR),7(3),717,1,1,2,-,1.1,81.1,0.2,-,6.6
2019,133,Ryan Fredericks,West Ham,27,  D(R)M(R),9(1),818,-,1,2,-,-,75.5,1.7,1,6.73
2014,170,Ryan Mason,Tottenham,28,  DMC,29(2),2326,1,4,10,-,1.3,83.6,0.5,1,6.86
2015,283,Ryan Mason,Tottenham,28,  DMC,8(14),801,1,-,3,-,0.9,86.3,0.5,-,6.39
2018,255,Ryan Sessegnon,Fulham,19,  D(L)M(LR),26(9),2298,2,6,-,-,0.8,73.4,0.5,-,6.42
2014,80,Ryan Shawcross,Stoke,32,  D(C),32,2832,2,1,7,-,0.6,76.9,3.5,4,7.09
2015,159,Ryan Shawcross,Stoke,32,  D(C),20,1697,-,-,2,1,0.4,72.6,2.5,-,6.81
2016,115,Ryan Shawcross,Stoke,32,  D(C),35,3150,1,1,6,-,0.6,71.3,3.7,1,6.9
2017,43,Ryan Shawcross,Stoke,32,  D(C),27,2372,1,1,2,-,0.9,67.3,5.7,-,7.09
2014,91,Sadio Mané,Southampton,27,  AM(CLR)FW,24(6),2135,10,3,5,-,2,79.7,0.5,4,7.07
2015,55,Sadio Mané,Southampton,27,  AM(CLR)FW,30(7),2608,11,6,4,2,2.3,80.8,0.8,4,7.14
2016,9,Sadio Mané,Liverpool,27,  AM(CLR)FW,26(1),2248,13,5,4,-,2.1,77.5,1.6,2,7.51
2017,20,Sadio Mané,Liverpool,27,  AM(CLR)FW,28(1),2207,10,7,3,1,2.4,80.4,0.9,1,7.27
2018,6,Sadio Mané,Liverpool,27,  AM(CLR)FW,35(1),3086,22,1,2,-,2.4,78.2,1,6,7.43
2019,13,Sadio Mané,Liverpool,27,  AM(CLR)FW,10(1),879,6,2,1,-,2.5,80.7,1.1,3,7.45
2014,223,Saido Berahino,West Bromwich Albion,26,  AM(CLR)FW,32(6),2930,14,1,2,-,2.3,83.2,0.5,2,6.69
2015,290,Saido Berahino,West Bromwich Albion,26,  AM(CLR)FW,17(14),1746,4,-,-,-,1.1,78.1,0.3,-,6.33
2015,231,Salomón Rondón,West Bromwich Albion,30,  FW,30(4),2568,9,2,1,1,2.1,65.5,2.7,1,6.62
2016,203,Salomón Rondón,West Bromwich Albion,30,  FW,32(6),2896,8,2,2,-,2.5,66.1,2.8,2,6.65
2017,153,Salomón Rondón,West Bromwich Albion,30,  FW,32(4),2772,7,3,4,-,2.2,66.9,4.6,2,6.78
2018,52,Salomón Rondón,Newcastle United,30,  FW,30(2),2609,11,7,1,-,2.8,69.9,4.6,1,7.05
2016,197,Sam Clucas,Hull,29,  D(L)M(CL),36(1),3190,3,1,9,1,1.1,83.2,1.1,1,6.67
2017,242,Sam Clucas,Swansea,29,  D(L)M(CL),23(6),2045,3,1,2,-,0.7,83.6,1.3,-,6.53
2016,141,Sam Vokes,Burnley,30,  FW,21(16),2055,10,3,-,-,1.5,50.4,5.7,4,6.84
2017,265,Sam Vokes,Burnley,30,  FW,7(23),980,4,1,3,-,1.1,49.4,4.1,1,6.46
2018,195,Sam Vokes,Burnley,30,  FW,10(10),916,3,-,-,-,1.1,50.7,6.3,-,6.63
2014,144,Samir Nasri,Manchester City,32,  M(CLR),18(6),1580,2,6,5,-,1.4,90.2,-,2,6.94
2014,89,Sammy Ameobi,Newcastle United,27,  AM(CLR)FW,15(10),1423,2,2,2,-,1,66.3,2.3,1,7.07
2014,5,Santi Cazorla,Arsenal,34,  M(CLR),33(4),2992,7,11,5,-,2.5,89,0.1,4,7.6
2014,158,Santiago Vergini,Sunderland,31,  D(CR),28(3),2623,-,-,6,-,0.4,77.2,1.3,1,6.9
2014,254,Scott Arfield,Burnley,31,  AM(CLR),36(1),3204,2,1,6,-,1.2,75.7,0.7,-,6.58
2016,239,Scott Arfield,Burnley,31,  AM(CLR),23(8),2107,1,-,3,-,1.4,68.8,0.7,-,6.55
2014,139,Scott Dann,Crystal Palace,32,  D(C),34,2923,2,3,6,-,0.6,66.4,3.2,1,6.96
2015,81,Scott Dann,Crystal Palace,32,  D(C),35,3150,5,1,7,-,0.8,75.3,3.3,1,7.05
2016,168,Scott Dann,Crystal Palace,32,  D(C),19(4),1744,3,1,2,-,0.9,74,3,-,6.75
2017,277,Scott Malone,Huddersfield,28,  D(L),12(10),1118,-,1,3,-,0.4,72,0.6,-,6.38
2019,46,Scott McTominay,Manchester United,22,  DMC,11,977,2,1,1,-,1.7,79.1,1.9,1,7.07
2015,296,Scott Sinclair,Aston Villa,30,  AM(LR),19(8),1598,2,-,-,-,0.6,84.6,0.3,-,6.24
2017,88,Sead Kolasinac,Arsenal,26,  D(L)M(L),25(2),2152,2,4,3,-,0.8,80.1,1.7,1,6.92
2018,204,Sead Kolasinac,Arsenal,26,  D(L)M(L),22(2),1891,-,5,5,-,0.4,77.7,0.8,-,6.61
2019,192,Sead Kolasinac,Arsenal,26,  D(L)M(L),6(3),578,-,1,2,-,0.2,86.4,0.7,-,6.53
2014,150,Séamus Coleman,Everton,31,  D(R)M(R),34(1),3065,3,2,5,-,0.5,84.5,0.6,-,6.92
2015,125,Séamus Coleman,Everton,31,  D(R)M(R),27(1),2386,1,3,4,-,1,84.1,0.5,-,6.9
2016,55,Séamus Coleman,Everton,31,  D(R)M(R),26,2317,4,3,3,-,0.7,77.9,0.8,2,7.12
2018,101,Séamus Coleman,Everton,31,  D(R)M(R),29,2560,2,2,1,-,0.5,78.1,1.6,-,6.88
2019,158,Séamus Coleman,Everton,31,  D(R)M(R),8,667,-,1,2,1,0.5,78.2,1.5,-,6.65
2019,197,Sean Longstaff,Newcastle United,22,  M(C),7(1),615,-,1,1,1,0.9,77.7,1,-,6.52
2018,69,Sean Morrison,Cardiff,28,  D(C),34,3040,1,3,6,-,1,62.8,6.6,1,6.96
2014,116,Sebastian Larsson,Sunderland,34,  M(CR),36,3061,3,3,10,-,1.3,81.8,0.6,1,7.01
2015,295,Sebastian Larsson,Sunderland,34,  M(CR),6(12),548,-,1,2,-,0.4,75.4,0.3,-,6.29
2016,261,Sebastian Larsson,Sunderland,34,  M(CR),17(4),1471,-,1,4,1,0.8,80.1,0.7,-,6.46
2015,158,Sebastian Prödl,Watford,32,  D(C),19(2),1777,2,-,5,-,0.6,73.9,1.4,-,6.82
2016,210,Sebastian Prödl,Watford,32,  D(C),32(1),2775,1,1,10,1,0.7,76.4,1.9,-,6.62
2017,239,Sebastian Prödl,Watford,32,  D(C),17(4),1568,-,-,5,-,0.4,78.2,2.1,-,6.54
2015,194,Sebastien Bassong,Norwich,33,  D(C),30(2),2789,1,-,4,-,0.6,76.8,3,-,6.75
2019,21,Sébastien Haller,West Ham,25,  FW,10,900,4,1,1,-,2.3,73.6,6.7,1,7.33
2014,3,Sergio Agüero,Manchester City,31,  AM(CL)FW,30(3),2540,26,8,4,-,4.5,85.6,0.2,5,7.67
2015,15,Sergio Agüero,Manchester City,31,  AM(CL)FW,29(1),2375,24,2,1,-,4,84.7,0.3,5,7.39
2016,21,Sergio Agüero,Manchester City,31,  AM(CL)FW,25(6),2407,20,3,4,1,4.5,82.4,0.2,6,7.33
2017,1,Sergio Agüero,Manchester City,31,  AM(CL)FW,22(3),1969,21,6,2,-,3.8,82.8,0.4,4,7.81
