Season,Number,Player,Team,Apps,Min,Goals,Assists,xG,xGdiff,xA,xAdiff,xG90,xA90
2015,6,Olivier Giroud,Arsenal,38,2411,16,6,14.5,-1.5,5.76,-0.24,0.54,0.22
2015,246,Oriol Romeu,Southampton,29,1598,1,0,1.76,0.76,1.01,1.01,0.1,0.06
2015,106,Oscar,Chelsea,27,1785,3,3,5.17,2.17,3.3,0.3,0.26,0.17
2015,326,Oumar Niasse,Everton,5,139,0,0,0.13,0.13,0.46,0.46,0.09,0.3
2015,330,Pablo Zabaleta,Manchester City,13,1061,0,1,0.18,0.18,0.63,-0.37,0.02,0.05
2015,305,Paddy McNair,Manchester United,8,308,0,0,0.15,0.15,0.14,0.14,0.04,0.04
2015,289,Pape Souaré,Crystal Palace,34,3017,0,1,0.32,0.32,2.52,1.52,0.01,0.08
2015,116,Papiss Demba Cissé,Newcastle United,21,1079,3,0,3.09,0.09,0.68,0.68,0.26,0.06
2015,415,Patrick Bamford,"Crystal Palace, Norwich",13,340,0,0,0.94,0.94,0.26,0.26,0.25,0.07
2015,471,Patrick Roberts,Manchester City,1,3,0,0,0,,0,,0,0
2015,87,Patrick van Aanholt,Sunderland,33,2970,4,3,2.54,-1.46,3.8,0.8,0.08,0.12
2015,249,Paul Dummett,Newcastle United,23,1907,1,0,0.27,-0.73,0.16,0.16,0.01,0.01
2015,501,Paulo Gazzaniga,Southampton,2,180,0,0,0,,0,,0,0
2015,36,Pedro,Chelsea,29,2061,7,2,6.12,-0.88,4.61,2.61,0.27,0.2
2015,523,Pedro Chirivella,Liverpool,1,47,0,0,0,,0,,0,0
2015,299,Pedro Obiang,West Ham,24,1069,0,1,0.24,0.24,0.79,-0.21,0.02,0.07
2015,286,Per Mertesacker,Arsenal,24,2050,0,0,1.35,1.35,0.34,0.34,0.06,0.02
2015,439,Peter Crouch,Stoke,11,446,0,1,0.3,0.3,0.39,-0.61,0.06,0.08
2015,514,Peter Odemwingie,Stoke,5,89,0,0,0.09,0.09,0,,0.09,0
2015,281,Petr Cech,Arsenal,34,3060,0,0,0,,0.05,0.05,0,0
2015,431,Phil Bardsley,Stoke,11,813,0,1,0.13,0.13,0.66,-0.34,0.01,0.07
2015,323,Phil Jagielka,Everton,21,1854,0,0,0.81,0.81,0.14,0.14,0.04,0.01
2015,486,Phil Jones,Manchester United,10,524,0,0,0.06,0.06,0,,0.01,0
2015,432,Philipp Wollscheid,Stoke,31,2681,0,0,0.08,0.08,0.32,0.32,0,0.01
2015,28,Philippe Coutinho,Liverpool,26,2019,8,5,6.5,-1.5,5.29,0.29,0.29,0.24
2015,44,Raheem Sterling,Manchester City,31,1943,6,2,7.15,1.15,3.25,1.25,0.33,0.15
2015,175,Ramires,Chelsea,12,612,2,0,1.33,-0.67,0.06,0.06,0.2,0.01
2015,83,Ramiro Funes Mori,Everton,28,2189,4,1,2.91,-1.09,0.76,-0.24,0.12,0.03
2015,300,Reece Oxford,West Ham,7,206,0,0,0.1,0.1,0,,0.05,0
2015,548,Rees Greenwood,Sunderland,1,53,0,0,0,,0.02,0.02,0,0.04
2015,241,Rickie Lambert,West Bromwich Albion,19,604,1,1,1.44,0.44,0.92,-0.08,0.21,0.14
2015,261,Ritchie de Laet,Leicester,12,655,1,0,0.15,-0.85,0.33,0.33,0.02,0.05
2015,5,Riyad Mahrez,Leicester,37,3087,17,11,11.88,-5.12,11.45,0.45,0.35,0.33
2015,111,Robbie Brady,Norwich,36,2996,3,2,2.79,-0.21,5.05,3.05,0.08,0.15
2015,393,Robert Elliot,Newcastle United,21,1890,0,0,0,,0.02,0.02,0,0
2015,108,Robert Huth,Leicester,35,3150,3,0,3.45,0.45,0.69,0.69,0.1,0.02
2015,19,Roberto Firmino,Liverpool,31,2005,10,7,7.13,-2.87,5.4,-1.6,0.32,0.24
2015,255,Rolando Aarons,Newcastle United,10,365,1,1,0.4,-0.6,0.6,-0.4,0.1,0.15
2015,4,Romelu Lukaku,Everton,37,3194,18,6,20.06,2.06,5.68,-0.32,0.57,0.16
2015,30,Ross Barkley,Everton,38,3102,8,8,8.79,0.79,5.91,-2.09,0.26,0.17
2015,216,Ruben Loftus-Cheek,Chelsea,13,399,1,0,0.95,-0.05,0.14,0.14,0.22,0.03
2015,66,Rudy Gestede,Aston Villa,32,1632,5,2,5.7,0.7,1.43,-0.57,0.31,0.08
2015,521,Rushian Hepburn-Murphy,Aston Villa,1,1,0,0,0,,0,,0,0
2015,110,Russell Martin,Norwich,30,2699,3,0,1.84,-1.16,1.07,1.07,0.06,0.04
2015,539,Ryan Allsop,Bournemouth,1,41,0,0,0,,0,,0,0
2015,403,Ryan Bennett,Norwich,22,1842,0,0,0.57,0.57,0.28,0.28,0.03,0.01
2015,244,Ryan Bertrand,Southampton,32,2880,1,3,1.47,0.47,3.44,0.44,0.05,0.11
2015,209,Ryan Mason,Tottenham,22,797,1,0,3.09,2.09,0.7,0.7,0.35,0.08
2015,444,Ryan Shawcross,Stoke,20,1698,0,0,0.72,0.72,0.04,0.04,0.04,0
2015,16,Sadio Mané,Southampton,37,2614,11,6,12.51,1.51,5.14,-0.86,0.43,0.18
2015,91,Saido Berahino,West Bromwich Albion,31,1727,4,0,7.12,3.12,1.01,1.01,0.37,0.05
2015,26,Salomón Rondón,West Bromwich Albion,34,2581,9,2,9.9,0.9,1.92,-0.08,0.35,0.07
2015,458,Sam Byram,West Ham,4,286,0,0,0,,0.2,0.2,0,0.06
2015,519,Sam Field,West Bromwich Albion,1,1,0,0,0,,0,,0,0
2015,173,Samir Nasri,Manchester City,12,520,2,2,2.64,0.64,0.93,-1.07,0.46,0.16
2015,411,Sandro,West Bromwich Albion,12,382,0,0,0.05,0.05,0.12,0.12,0.01,0.03
2015,498,Santiago Cazorla,Arsenal,15,1297,0,3,1.87,1.87,4.39,1.39,0.13,0.3
2015,56,Scott Dann,Crystal Palace,35,3150,5,1,2.54,-2.46,0.63,-0.37,0.07,0.02
2015,146,Scott Sinclair,Aston Villa,27,1598,2,0,2.82,0.82,0.13,0.13,0.16,0.01
2015,199,Seamus Coleman,Everton,28,2392,1,3,2.32,1.32,1.44,-1.56,0.09,0.05
2015,472,Sebastián Coates,Sunderland,16,1231,0,1,0.48,0.48,0.22,-0.78,0.03,0.02
2015,383,Sebastian Larsson,Sunderland,18,531,0,1,0.35,0.35,0.73,-0.27,0.06,0.12
2015,131,Sebastian Prödl,Watford,21,1774,2,0,1.53,-0.47,0.13,0.13,0.08,0.01
2015,242,Sebastien Bassong,Norwich,32,2788,1,0,1.37,0.37,0.07,0.07,0.04,0
2015,449,Sébastien Pocognoli,West Bromwich Albion,1,33,0,1,0,,0.17,-0.83,0,0.46
2015,511,Serge Gnabry,West Bromwich Albion,1,10,0,0,0.06,0.06,0.01,0.01,0.53,0.13
2015,546,Sergi Canos,Liverpool,1,7,0,0,0,,0,,0,0
2015,2,Sergio Agüero,Manchester City,30,2399,24,2,208,-3.92,2.03,0.03,0.75,0.08
2015,306,Sergio Romero,Manchester United,4,360,0,0,0,,0,,0,0
2015,396,Seydou Doumbia,Newcastle United,3,25,0,0,0.07,0.07,0,,0.25,0
2015,21,Shane Long,Southampton,28,2114,10,4,10.62,0.62,2.71,-1.29,0.45,0.12
2015,271,Shaun MacDonald,Bournemouth,3,24,0,0,0,,0,,0,0
2015,446,Shay Given,Stoke,3,228,0,0,0,,0,,0,0
2015,277,Sheyi Ojo,Liverpool,8,395,0,3,0.27,0.27,1.57,-1.43,0.06,0.36
2015,70,Shinji Okazaki,Leicester,36,2105,5,0,8.61,3.61,1.13,1.13,0.37,0.05
2015,395,Siem de Jong,Newcastle United,18,434,0,1,0.96,0.96,0.07,-0.93,0.2,0.01
2015,268,Simon Francis,Bournemouth,38,3388,0,4,0.21,0.21,2.39,-1.61,0.01,0.06
2015,279,Simon Mignolet,Liverpool,34,3060,0,0,0,,0.01,0.01,0,0
2015,74,Son Heung-Min,Tottenham,28,1110,4,1,4.18,0.18,0.77,-0.23,0.34,0.06
2015,165,Stéphane Sessegnon,West Bromwich Albion,25,1770,2,2,1.29,-0.71,2.79,0.79,0.07,0.14
2015,436,Stephen Ireland,Stoke,13,206,0,1,0.55,0.55,1.65,0.65,0.24,0.72
2015,448,Stephen Kingsley,Swansea,4,357,0,1,0.02,0.02,0.67,-0.33,0,0.17
2015,75,Steve Cook,Bournemouth,36,3199,4,0,2.05,-1.95,0.91,0.91,0.06,0.03
2015,516,Steve Sidwell,Stoke,1,10,0,0,0,,0,,0,0
2015,385,Steven Berghuis,Watford,9,210,0,2,0.84,0.84,0.89,-1.11,0.36,0.38
2015,488,Steven Caulker,"Liverpool, Southampton",6,149,0,0,0.19,0.19,0.01,0.01,0.12,0.01
2015,73,Steven Davis,Southampton,34,2637,5,3,2.53,-2.47,4.08,1.08,0.09,0.14
2015,95,Steven Fletcher,Sunderland,16,1021,4,0,3.11,-0.89,0.81,0.81,0.27,0.07
2015,92,Steven Naismith,"Everton, Norwich",23,1343,4,1,3.01,-0.99,2.08,1.08,0.2,0.14
2015,470,Steven Pienaar,Everton,4,115,0,0,0.07,0.07,0.05,0.05,0.06,0.04
2015,394,Steven Taylor,Newcastle United,10,810,0,0,0.08,0.08,0.11,0.11,0.01,0.01
2015,257,Steven Whittaker,Norwich,8,660,1,0,0.46,-0.54,0.04,0.04,0.06,0
2015,544,Sullay Kaikai,Crystal Palace,1,42,0,0,0.13,0.13,0.37,0.37,0.27,0.79
2015,418,Sylvain Distin,Bournemouth,12,841,0,0,0.06,0.06,0.01,0.01,0.01,0
2015,367,Tammy Abraham,Chelsea,2,51,0,0,0.17,0.17,0,,0.29,0
2015,54,Theo Walcott,Arsenal,28,1374,5,2,8.39,3.39,2.04,0.04,0.55,0.13
2015,360,Thibaut Courtois,Chelsea,23,2023,0,0,0,,0,,0,0
2015,547,Thomas Robson,Sunderland,1,90,0,0,0,,0,,0,0
2015,327,Tim Howard,Everton,25,2250,0,0,0,,0.07,0.07,0,0
2015,506,Tim Krul,Newcastle United,8,720,0,0,0,,0,,0,0
2015,178,Timm Klose,Norwich,10,849,1,0,0.54,-0.46,0,,0.06,0
2015,303,Timothy Fosu-Mensah,Manchester United,8,247,0,1,0.04,0.04,0.59,-0.41,0.02,0.21
2015,85,Toby Alderweireld,Tottenham,38,3420,4,2,3.03,-0.97,0.82,-1.18,0.08,0.02
2015,492,Tokelo Rantie,Bournemouth,3,33,0,0,0.1,0.1,0.02,0.02,0.28,0.05
2015,211,Tom Carroll,Tottenham,19,489,1,0,0.23,-0.77,0.25,0.25,0.04,0.05
2015,137,Tom Cleverley,Everton,22,1618,2,4,1.49,-0.51,2.25,-1.75,0.08,0.13
2015,533,Tom Davies,Everton,2,94,0,0,0.05,0.05,0,,0.05,0
2015,180,Tommy Elphick,Bournemouth,12,1011,1,0,0.29,-0.71,0.02,0.02,0.03,0
2015,528,Tony Hibbert,Everton,1,43,0,0,0.06,0.06,0,,0.12,0
2015,10,Troy Deeney,Watford,38,3291,13,7,12.2,-0.8,7.92,0.92,0.33,0.22
2015,504,Tyias Browning,Everton,5,299,0,0,0.22,0.22,0.04,0.04,0.07,0.01
2015,520,Tyler Roberts,West Bromwich Albion,1,15,0,0,0.15,0.15,0,,0.92,0
2015,525,Tyrone Mings,Bournemouth,1,11,0,0,0,,0,,0,0
2015,416,Vadis Odjidja-Ofoe,Norwich,10,268,0,2,0.08,0.08,0.35,-1.65,0.03,0.12
2015,312,Valon Behrami,Watford,21,1284,0,1,0.01,0.01,0.52,-0.48,0,0.04
2015,412,Victor Anichebe,West Bromwich Albion,10,355,0,0,1.17,1.17,0.31,0.31,0.3,0.08
2015,483,Víctor Ibarbo,Watford,4,60,0,0,0,,0,,0,0
2015,192,Victor Moses,West Ham,21,982,1,2,1.91,0.91,1.51,-0.49,0.18,0.14
2015,245,Victor Wanyama,Southampton,30,2507,1,1,1.51,0.51,1.09,0.09,0.05,0.04
2015,139,Vincent Kompany,Manchester City,14,1179,2,0,0.42,-1.58,0.08,0.08,0.03,0.01
2015,115,Virgil van Dijk,Southampton,34,3060,3,0,3.3,0.3,1.34,1.34,0.1,0.04
2015,377,Vito Mannone,Sunderland,19,1710,0,0,0,,0,,0,0
2015,231,Vurnon Anita,Newcastle United,28,2112,1,3,0.23,-0.77,0.61,-2.39,0.01,0.03
2015,157,Wahbi Khazri,Sunderland,14,1087,2,1,0.86,-1.14,2.23,1.23,0.07,0.18
2015,288,Wayne Hennessey,Crystal Palace,29,2610,0,0,0,,0,,0,0
2015,32,Wayne Rooney,Manchester United,28,2411,8,6,7.32,-0.68,4.48,-1.52,0.27,0.17
2015,154,Wayne Routledge,Swansea,28,1700,2,1,2.53,0.53,1.72,0.72,0.13,0.09
2015,473,Wes Brown,Sunderland,6,540,0,0,0,,0,,0,0
2015,89,Wes Hoolahan,Norwich,30,2026,4,8,3.47,-0.53,4.91,-3.09,0.15,0.22
2015,158,Wes Morgan,Leicester,38,3420,2,0,3.01,1.01,0.05,0.05,0.08,0
2015,84,Wilfried Bony,Manchester City,26,1203,4,3,6.75,2.75,2.99,-0.01,0.5,0.22
2015,128,Wilfried Zaha,Crystal Palace,34,2507,2,1,2.62,0.62,4.47,3.47,0.09,0.16
2015,537,Will Keane,Manchester United,1,1,0,0,0,,0,,0,0
2015,68,Willian,Chelsea,35,2766,5,6,4.43,-0.57,7.69,1.69,0.14,0.25
2015,334,Willy Caballero,Manchester City,4,308,0,0,0,,0,,0,0
2015,191,Winston Reid,West Ham,24,2139,1,1,1.4,0.4,0.35,-0.65,0.06,0.01
2015,118,Xherdan Shaqiri,Stoke,27,2072,3,6,3.07,0.07,6.42,0.42,0.13,0.28
2015,491,Yann Kermorgant,Bournemouth,7,117,0,0,0.03,0.03,0.03,0.03,0.03,0.02
2015,225,Yann M'Vila,Sunderland,37,3194,1,4,0.87,-0.13,4.28,0.28,0.02,0.12
2015,58,Yannick Bolasie,Crystal Palace,26,2075,5,3,4.79,-0.21,3.79,0.79,0.21,0.16
2015,50,Yaya Touré,Manchester City,32,2345,6,5,5.66,-0.34,4.42,-0.58,0.22,0.17
2015,466,Yoan Gouffran,Newcastle United,8,220,0,0,0.36,0.36,0.02,0.02,0.15,0.01
2015,502,Yohan Benalouane,Leicester,4,56,0,0,0,,0,,0,0
2015,57,Yohan Cabaye,Crystal Palace,33,2728,5,1,6.71,1.71,3.24,2.24,0.22,0.11
2015,380,Younes Kaboul,Sunderland,23,2014,0,1,0.78,0.78,0.82,-0.18,0.03,0.04
2015,405,Youssouf Mulumbu,Norwich,7,374,0,0,0.15,0.15,0.02,0.02,0.03,0
2016,307,Aaron Cresswell,West Ham,26,2124,0,2,0.59,0.59,2.38,0.38,0.02,0.1
2016,328,Aaron Lennon,Everton,11,511,0,1,0.28,0.28,0.53,-0.47,0.05,0.09
2016,170,Aaron Ramsey,Arsenal,23,1212,1,4,3.51,2.51,4.43,0.43,0.26,0.33
2016,259,Abdoulaye Doucouré,Watford,20,1349,1,0,1.88,0.88,0.42,0.42,0.13,0.03
2016,89,Abel Hernández,Hull,24,1439,4,3,4.71,0.71,1.04,-1.96,0.29,0.07
2016,474,Adam Clayton,Middlesbrough,34,2807,0,2,0.32,0.32,1.29,-0.71,0.01,0.04
2016,280,Adam Federici,Bournemouth,2,180,0,0,0,,0,,0,0
2016,470,Adam Forshaw,Middlesbrough,34,2711,0,1,1.34,1.34,2.23,1.23,0.04,0.07
2016,27,Adam Lallana,Liverpool,31,2371,8,7,4.51,-3.49,4.11,-2.89,0.17,0.16
2016,222,Adam Smith,Bournemouth,36,3094,1,5,1.39,0.39,4.81,-0.19,0.04,0.14
2016,159,Adama Diomande,Hull,22,1149,2,0,2.54,0.54,0.66,0.66,0.2,0.05
2016,411,Adama Traoré,Middlesbrough,27,1530,0,1,0.95,0.95,1.44,0.44,0.06,0.08
2016,266,Ademola Lookman,Everton,8,289,1,0,1.14,0.14,0,,0.36,0
2016,324,Adlène Guédioura,"Middlesbrough, Watford",17,854,0,1,0.5,0.5,0.66,-0.34,0.05,0.07
2016,273,Adnan Januzaj,Sunderland,25,1632,0,3,1.52,1.52,2.47,-0.53,0.08,0.14
2016,305,Adrián,West Ham,16,1440,0,0,0,,0.03,0.03,0,0
2016,302,Adrian Mariappa,Watford,7,556,0,0,0.12,0.12,0.08,0.08,0.02,0.01
2016,461,Ahmed Elmohamady,Hull,33,2509,0,2,0.22,0.22,1.85,-0.15,0.01,0.07
2016,157,Ahmed Musa,Leicester,21,733,2,0,1.41,-0.59,1.21,1.21,0.17,0.15
2016,448,Aiden O'Neill,Burnley,3,83,0,0,0.06,0.06,0,,0.06,0
2016,486,Ainsley Maitland-Niles,Arsenal,1,1,0,0,0,,0,,0,0
2016,497,Albert Adomah,Middlesbrough,2,119,0,0,0.38,0.38,0.09,0.09,0.29,0.07
2016,334,Alberto Moreno,Liverpool,12,282,0,1,0.21,0.21,0.31,-0.69,0.07,0.1
2016,441,Aleix García,Manchester City,4,72,0,0,0,,0.01,0.01,0,0.02
2016,188,Aleksandar Kolarov,Manchester City,29,2532,1,1,1.02,0.02,1.06,0.06,0.04,0.04
2016,98,Alex Iwobi,Arsenal,26,1471,3,3,3.23,0.23,2.22,-0.78,0.2,0.14
2016,151,Alex Oxlade-Chamberlain,Arsenal,29,1564,2,7,2.44,0.44,4.47,-2.53,0.14,0.26
2016,3,Alexis Sánchez,Arsenal,38,3233,24,10,17.72,-6.28,8.99,-1.01,0.49,0.25
2016,92,Alfie Mawson,Swansea,27,2430,4,0,2.05,-1.95,0.39,0.39,0.08,0.01
2016,262,Alfred N'Diaye,Hull,15,1286,1,0,1.19,0.19,0.14,0.14,0.08,0.01
2016,466,Álvaro Arbeloa,West Ham,3,258,0,0,0.02,0.02,0.1,0.1,0.01,0.03
2016,26,Álvaro Negredo,Middlesbrough,36,2891,9,4,8.8,-0.2,4.1,0.1,0.27,0.13
2016,178,Ander Herrera,Manchester United,31,2466,1,6,1.43,0.43,4,-2,0.05,0.15
2016,51,André Ayew,West Ham,25,1432,6,3,7.65,1.65,2.37,-0.63,0.48,0.15
2016,25,Andre Gray,Burnley,32,2279,9,3,7.56,-1.44,1.47,-1.53,0.3,0.06
2016,154,Andrea Ranocchia,Hull,16,1330,2,2,0.82,-1.18,0.59,-1.41,0.06,0.04
2016,507,Andrew Eleftheriou,Watford,1,52,0,0,0,,0.05,0.05,0,0.08
2016,244,Andrew Robertson,Hull,33,2741,1,2,0.25,-0.75,1.39,-0.61,0.01,0.05
2016,277,Andrew Surman,Bournemouth,22,1803,0,1,0.51,0.51,0.44,-0.56,0.03,0.02
2016,109,Andros Townsend,Crystal Palace,36,2542,3,4,3.33,0.33,5.83,1.83,0.12,0.21
2016,37,Andy Carroll,West Ham,18,1318,7,1,4.52,-2.48,1.72,0.72,0.31,0.12
2016,218,Andy King,Leicester,23,1439,1,0,0.61,-0.39,0.24,0.24,0.04,0.02
2016,523,Angel Gomes,Manchester United,1,1,0,0,0,,0,,0,0
2016,205,Angel Rangel,Swansea,18,811,1,0,0.24,-0.76,0.69,0.69,0.03,0.08
2016,306,Angelo Ogbonna,West Ham,20,1757,0,0,0.07,0.07,0.27,0.27,0,0.01
2016,77,Anthony Martial,Manchester United,25,1558,4,6,3.31,-0.69,3.67,-2.33,0.19,0.21
2016,468,Antonio Barragán,Middlesbrough,26,2195,0,0,0.08,0.08,0.75,0.75,0,0.03
2016,189,Antonio Valencia,Manchester United,28,2488,1,3,1.85,0.85,2.63,-0.37,0.07,0.1
2016,332,Arouna Koné,Everton,6,62,0,0,0.11,0.11,0.02,0.02,0.16,0.03
2016,491,Arthur Masuaku,West Ham,13,969,0,1,0.05,0.05,0.95,-0.05,0,0.09
2016,275,Artur Boruc,Bournemouth,35,3150,0,0,0,,0.02,0.02,0,0
2016,59,Ashley Barnes,Burnley,28,1788,6,2,6.59,0.59,2.39,0.39,0.33,0.12
2016,457,Ashley Fletcher,West Ham,16,329,0,0,1.04,1.04,0.34,0.34,0.28,0.09
2016,351,Ashley Westwood,Burnley,9,549,0,0,0.03,0.03,0.15,0.15,0.01,0.02
2016,206,Ashley Williams,Everton,36,3156,1,3,1.36,0.36,1.21,-1.79,0.04,0.03
2016,339,Ashley Young,Manchester United,12,757,0,1,0.25,0.25,0.87,-0.13,0.03,0.1
2016,358,Asmir Begovic,Chelsea,2,180,0,0,0,,0,,0,0
2016,418,Axel Tuanzebe,Manchester United,4,307,0,0,0.04,0.04,0.06,0.06,0.01,0.02
2016,338,Bacary Sagna,Manchester City,17,1341,0,1,0.07,0.07,0.69,-0.31,0,0.05
2016,428,Baily Cargill,Bournemouth,1,8,0,0,0,,0,,0,0
2016,301,Bakary Sako,Crystal Palace,7,121,0,0,0.13,0.13,0.09,0.09,0.1,0.07
2016,217,Ben Chilwell,Leicester,12,686,1,0,0.67,-0.33,0.37,0.37,0.09,0.05
2016,199,Ben Davies,Tottenham,23,1729,1,3,0.43,-0.57,2.61,-0.39,0.02,0.14
2016,383,Ben Foster,West Bromwich Albion,38,3420,0,0,0.03,0.03,0.09,0.09,0,0
2016,252,Ben Gibson,Middlesbrough,38,3420,1,1,0.81,-0.19,0.59,-0.41,0.02,0.02
2016,236,Ben Mee,Burnley,34,3018,1,0,0.9,-0.1,0.23,0.23,0.03,0.01
2016,319,Ben Watson,Watford,4,46,0,0,0,,0,,0,0
2016,512,Ben Woodburn,Liverpool,5,83,0,0,0.07,0.07,0,,0.08,0
2016,55,Benik Afobe,Bournemouth,31,1436,6,3,8.92,2.92,1.83,-1.17,0.56,0.11
2016,473,Bernardo,Middlesbrough,11,978,0,0,0.02,0.02,0,,0,0
2016,210,Billy Jones,Sunderland,27,2273,1,0,1.84,0.84,2.12,2.12,0.07,0.08
2016,113,Bojan,Stoke,9,474,3,0,2.82,-0.18,0.16,0.16,0.53,0.03
2016,250,Borja Bastón,Swansea,18,526,1,0,2.29,1.29,0.22,0.22,0.39,0.04
2016,349,Brad Guzan,Middlesbrough,10,900,0,0,0,,0,,0,0
2016,282,Brad Smith,Bournemouth,5,274,0,0,0.09,0.09,0.07,0.07,0.03,0.02
2016,513,Brandon Mason,Watford,2,111,0,0,0,,0,,0,0
2016,353,Branislav Ivanovic,Chelsea,13,578,0,0,0.32,0.32,0.19,0.19,0.05,0.03
2016,413,Brendan Galloway,West Bromwich Albion,3,251,0,0,0.08,0.08,0.07,0.07,0.03,0.03
2016,261,Bruno Martins Indi,Stoke,35,3149,1,0,1.62,0.62,0.13,0.13,0.05,0
2016,331,Bryan Oviedo,"Everton, Sunderland",16,1325,0,0,0.13,0.13,0.9,0.9,0.01,0.06
2016,46,Callum Wilson,Bournemouth,20,1382,6,0,5.37,-0.63,0.55,0.55,0.35,0.04
2016,126,Calum Chambers,"Arsenal, Middlesbrough",25,2250,2,1,0.84,-1.16,0.61,-0.39,0.03,0.02
2016,420,Carl Jenkinson,Arsenal,1,84,0,0,0,,0,,0,0
2016,394,Cédric Soares,Southampton,30,2524,0,3,0.65,0.65,3.08,0.08,0.02,0.11
2016,203,César Azpilicueta,Chelsea,38,3420,1,4,0.64,-0.36,1.68,-2.32,0.02,0.04
2016,67,Cesc Fàbregas,Chelsea,29,1294,5,12,2.81,-2.19,7.85,-4.15,0.2,0.55
2016,229,Charlie Adam,Stoke,24,1504,1,3,2.73,1.73,2.48,-0.52,0.16,0.15
2016,56,Charlie Austin,Southampton,15,946,6,1,6.62,0.62,1.62,0.62,0.63,0.15
2016,75,Charlie Daniels,Bournemouth,34,3060,4,3,1.61,-2.39,2.17,-0.83,0.05,0.06
2016,173,Cheikhou Kouyaté,West Ham,31,2738,1,0,1.05,0.05,0.32,0.32,0.03,0.01
2016,114,Chris Brunt,West Bromwich Albion,31,2478,3,4,1.59,-1.41,4.87,0.87,0.06,0.18
2016,190,Chris Smalling,Manchester United,18,1212,1,1,0.4,-0.6,0.64,-0.36,0.03,0.05
2016,10,Christian Benteke,Crystal Palace,36,3153,15,2,17.36,2.36,2.06,0.06,0.5,0.06
2016,30,Christian Eriksen,Tottenham,36,3181,8,15,8.86,0.86,11.74,-3.26,0.25,0.33
2016,142,Christian Fuchs,Leicester,36,3108,2,4,1.35,-0.65,3.47,-0.53,0.04,0.1
2016,162,Christian Kabasele,Watford,16,767,2,0,1.67,-0.33,0.1,0.1,0.2,0.01
2016,476,Claudio Bravo,Manchester City,22,1970,0,0,0,,0,,0,0
2016,385,Claudio Yacob,West Bromwich Albion,33,2416,0,0,0.63,0.63,0.32,0.32,0.02,0.01
2016,127,Connor Wickham,Crystal Palace,8,406,2,0,1.09,-0.91,0,,0.24,0
2016,322,Costel Pantilimon,Watford,2,81,0,0,0,,0,,0,0
2016,323,Craig Cathcart,Watford,15,1154,0,1,0.14,0.14,0.72,-0.28,0.01,0.06
2016,83,Craig Dawson,West Bromwich Albion,37,3281,4,0,2.97,-1.03,1.1,1.1,0.08,0.03
2016,387,Craig Gardner,West Bromwich Albion,9,207,0,1,0.11,0.11,1.54,0.54,0.05,0.67
2016,90,Cristhian Stuani,Middlesbrough,23,1369,4,0,2.81,-1.19,0.53,0.53,0.18,0.03
2016,391,Cuco Martina,Southampton,9,595,0,0,0.03,0.03,0.22,0.22,0.01,0.03
2016,462,Curtis Davies,Hull,26,2153,0,2,0.73,0.73,1.02,-0.98,0.03,0.04
2016,175,Daley Blind,Manchester United,23,1827,1,2,0.43,-0.57,2.05,0.05,0.02,0.1
2016,297,Damien Delaney,Crystal Palace,30,1999,0,2,0.21,0.21,1.69,-0.31,0.01,0.08
2016,122,Dan Gosling,Bournemouth,27,1336,2,0,1.46,-0.54,0.78,0.78,0.1,0.05
2016,516,Daniel Agyei,Burnley,3,20,0,0,0.1,0.1,0,,0.44,0
2016,215,Daniel Amartey,Leicester,24,1651,1,1,0.83,-0.17,0.56,-0.44,0.05,0.03
2016,254,Daniel Ayala,Middlesbrough,14,913,1,0,1.21,0.21,0,,0.12,0
2016,213,Daniel Drinkwater,Leicester,29,2466,1,1,1.14,0.14,1.12,0.12,0.04,0.04
2016,97,Daniel Sturridge,Liverpool,20,757,3,1,4.35,1.35,1.64,0.64,0.52,0.19
2016,136,Danny Rose,Tottenham,18,1538,2,2,0.9,-1.1,1.35,-0.65,0.05,0.08
2016,376,Danny Simpson,Leicester,35,2994,0,2,0.11,0.11,0.84,-1.16,0,0.03
2016,125,Danny Welbeck,Arsenal,16,743,2,2,3.47,1.47,1.16,-0.84,0.42,0.14
2016,147,Darren Fletcher,West Bromwich Albion,38,3242,2,3,1.87,-0.13,1.75,-1.25,0.05,0.05
2016,308,Darren Randolph,West Ham,22,1980,0,0,0,,0,,0,0
2016,416,Darron Gibson,Sunderland,12,647,0,0,0.14,0.14,0.04,0.04,0.02,0.01
2016,144,Daryl Janmaat,Watford,27,1620,2,1,1.47,-0.53,1.55,0.55,0.08,0.09
2016,310,David de Gea,Manchester United,35,3150,0,0,0,,0,,0,0
2016,500,David Jones,Burnley,1,88,0,0,0,,0,,0,0
2016,243,David Luiz,Chelsea,33,2959,1,0,1.41,0.41,1.36,1.36,0.04,0.04
2016,460,David Marshall,Hull,16,1440,0,0,0,,0,,0,0
2016,247,David Meyler,Hull,20,943,1,0,0.51,-0.49,0.51,0.51,0.05,0.05
2016,488,David Nugent,Middlesbrough,4,36,0,0,0,,0,,0,0
2016,293,David Ospina,Arsenal,2,143,0,0,0,,0,,0,0
2016,81,David Silva,Manchester City,34,2775,4,7,6.24,2.24,8.12,1.12,0.2,0.26
2016,239,Dean Marney,Burnley,21,1779,1,2,0.27,-0.73,0.54,-1.46,0.01,0.03
2016,510,Declan Rice,West Ham,1,1,0,0,0,,0,,0,0
2016,133,Dejan Lovren,Liverpool,29,2559,2,1,1.14,-0.86,0.44,-0.56,0.04,0.02
